timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1684887900000,27202.66,27211.67,27202.65,27211.67,8.31274,1684887959999.0,226170.7345895,419.0,6.18891,168384.8567707,0.0
1684887960000,27211.67,27211.67,27211.66,27211.66,7.68209,1684888019999.0,209042.4659757,250.0,4.48063,121925.4249521,0.0
1684888020000,27211.67,27211.67,27211.66,27211.67,5.47566,1684888079999.0,149001.8277762,211.0,2.95806,80493.7525602,0.0
1684888080000,27211.67,27211.67,27211.66,27211.67,3.94404,1684888139999.0,107323.898403,225.0,2.28966,62305.4723322,0.0
1684888140000,27211.67,27215.41,27211.66,27215.41,9.68396,1684888199999.0,263521.9815262,335.0,7.81437,212644.9613405,0.0
1684888200000,27215.4,27215.41,27201.87,27203.88,13.47066,1684888259999.0,366499.0129776,457.0,2.56977,69905.4338199,0.0
1684888260000,27203.88,27203.89,27203.88,27203.88,2.86263,1684888319999.0,77874.6477085,160.0,0.47041,12796.9818949,0.0
1684888320000,27203.88,27203.89,27203.88,27203.88,0.97905,1684888379999.0,26633.9625625,153.0,0.38485,10469.4170665,0.0
1684888380000,27203.89,27203.89,27196.21,27196.21,11.8,1684888439999.0,320973.1925891,385.0,2.87022,78072.7378017,0.0
1684888440000,27196.22,27196.22,27195.79,27195.8,3.507,1684888499999.0,95375.773629,199.0,2.67764,72820.5859822,0.0
1684888500000,27195.79,27195.8,27181.59,27189.74,15.39743,1684888559999.0,418634.2158714,610.0,4.24374,115372.3584976,0.0
1684888560000,27189.75,27190.45,27189.74,27190.45,13.79427,1684888619999.0,375070.8092578,295.0,2.88131,78343.3214898,0.0
1684888620000,27190.44,27190.45,27190.44,27190.45,2.56768,1684888679999.0,69816.3541492,182.0,0.517,14057.46265,0.0
1684888680000,27190.45,27190.45,27171.36,27176.02,17.57529,1684888739999.0,477728.4108101,573.0,3.85989,104916.0496475,0.0
1684888740000,27176.02,27176.03,27164.37,27165.2,11.87659,1684888799999.0,322664.7351552,465.0,3.5449,96301.8884524,0.0
1684888800000,27165.19,27172.13,27165.19,27172.12,6.37905,1684888859999.0,173305.0291613,370.0,4.3855,119142.7034622,0.0
1684888860000,27172.12,27172.13,27172.12,27172.13,7.42567,1684888919999.0,201771.2062837,179.0,0.99633,27072.4082829,0.0
1684888920000,27172.12,27174.72,27170.52,27170.72,16.36119,1684888979999.0,444583.5472891,501.0,9.70336,263667.374434,0.0
1684888980000,27170.71,27170.72,27164.37,27164.37,9.36054,1684889039999.0,254284.1306408,298.0,2.35282,63915.4423897,0.0
1684889040000,27164.38,27164.47,27146.77,27164.46,36.75291,1684889099999.0,998016.1411736,897.0,16.29753,442552.6619299,0.0
1684889100000,27164.47,27165.68,27154.9,27154.9,13.60623,1684889159999.0,369588.2495465,512.0,5.78964,157278.5299906,0.0
1684889160000,27154.9,27154.91,27137.85,27143.38,31.27243,1684889219999.0,848826.1612814,808.0,13.21284,358596.9565123,0.0
1684889220000,27143.38,27143.51,27138.02,27138.02,16.85414,1684889279999.0,457452.2312479,413.0,6.881,186766.7246537,0.0
1684889280000,27138.02,27138.03,27132.86,27132.86,23.64135,1684889339999.0,641510.3320534,443.0,3.59457,97535.5600833,0.0
1684889340000,27132.86,27141.56,27132.86,27137.96,24.3362,1684889399999.0,660360.7964218,438.0,18.39635,499162.8049262,0.0
1684889400000,27137.96,27137.96,27124.91,27135.45,18.21957,1684889459999.0,494292.7507161,763.0,10.0942,273848.7071075,0.0
1684889460000,27135.45,27139.67,27134.56,27134.57,15.77192,1684889519999.0,427987.3369115,394.0,3.8584,104708.1140225,0.0
1684889520000,27134.56,27144.61,27134.56,27144.61,8.39971,1684889579999.0,227958.1258573,413.0,5.08146,137901.2786474,0.0
1684889580000,27144.61,27155.59,27142.85,27155.59,36.56409,1684889639999.0,992607.0382009,772.0,13.00955,353200.4801732,0.0
1684889640000,27155.59,27155.59,27144.22,27147.9,61.2801,1684889699999.0,1663816.1939735,903.0,15.64973,424912.0865582,0.0
1684889700000,27147.9,27148.02,27144.17,27144.17,7.73521,1684889759999.0,209987.9966897,267.0,2.70856,73529.4005558,0.0
1684889760000,27144.17,27144.18,27144.17,27144.17,5.21778,1684889819999.0,141632.3216036,198.0,1.4261,38710.315098,0.0
1684889820000,27144.17,27160.17,27144.17,27160.17,13.46047,1684889879999.0,365454.0887953,581.0,12.6612,343753.6957442,0.0
1684889880000,27160.17,27161.92,27160.16,27161.47,8.70628,1684889939999.0,236465.3281053,326.0,4.84124,131489.8011918,0.0
1684889940000,27161.48,27161.48,27156.7,27156.7,11.58656,1684889999999.0,314690.9921156,264.0,2.30202,62525.1931824,0.0
1684890000000,27156.71,27156.71,27146.87,27146.88,16.38042,1684890059999.0,444772.8021056,368.0,1.76164,47826.4661926,0.0
1684890060000,27146.88,27146.88,27146.87,27146.88,3.29546,1684890119999.0,89461.4313663,201.0,0.71561,19426.5787968,0.0
1684890120000,27146.87,27146.88,27146.84,27146.85,6.0919,1684890179999.0,165375.9546687,210.0,0.74159,20131.8412068,0.0
1684890180000,27146.85,27148.8,27146.81,27148.8,18.1537,1684890239999.0,492818.2331358,309.0,11.33558,307727.9923594,0.0
1684890240000,27148.79,27148.8,27146.21,27146.21,7.594,1684890299999.0,206156.0782431,331.0,1.95678,53119.5492022,0.0
1684890300000,27146.21,27146.22,27135.04,27135.05,11.35213,1684890359999.0,308115.2184233,457.0,1.78612,48479.0457434,0.0
1684890360000,27135.05,27141.71,27135.04,27140.74,11.33046,1684890419999.0,307507.1681047,366.0,4.46976,121299.5471557,0.0
1684890420000,27140.74,27140.75,27136.85,27138.02,9.63499,1684890479999.0,261467.8286597,280.0,7.3859,200431.3767087,0.0
1684890480000,27138.02,27155.59,27138.02,27155.59,22.04679,1684890539999.0,598566.2927761,454.0,20.29102,550894.5031266,0.0
1684890540000,27155.58,27166.65,27155.58,27166.64,13.42092,1684890599999.0,364543.1598916,522.0,9.8535,267636.8396571,0.0
1684890600000,27166.65,27166.65,27160.05,27166.56,17.89084,1684890659999.0,485964.6432309,436.0,10.47042,284392.3287152,0.0
1684890660000,27166.55,27177.72,27166.55,27177.71,13.29783,1684890719999.0,361305.9367515,532.0,7.60453,206618.2892996,0.0
1684890720000,27177.71,27180.78,27176.02,27180.77,8.41681,1684890779999.0,228754.9944981,401.0,5.38279,146294.9866243,0.0
1684890780000,27180.78,27185.11,27180.77,27185.1,7.32934,1684890839999.0,199229.6883776,313.0,4.68631,127384.5857978,0.0
1684890840000,27185.11,27188.93,27185.1,27185.66,10.1158,1684890899999.0,275010.4375916,343.0,8.78167,238741.2598211,0.0
1684890900000,27185.66,27185.66,27166.97,27166.98,17.48471,1684890959999.0,475183.9626605,580.0,2.81763,76579.7582705,0.0
1684890960000,27166.98,27166.98,27166.97,27166.98,1.93659,1684891019999.0,52611.2913217,164.0,0.88894,24149.8152012,0.0
1684891020000,27166.97,27170.41,27166.97,27170.4,6.95609,1684891079999.0,188986.0601148,227.0,5.63601,153120.209198,0.0
1684891080000,27170.41,27170.49,27170.4,27170.49,7.42757,1684891139999.0,201810.1184697,264.0,6.79094,184512.6252563,0.0
1684891140000,27170.49,27173.15,27170.48,27173.15,3.85127,1684891199999.0,104648.7457148,193.0,2.23312,60678.800566,0.0
1684891200000,27173.14,27173.15,27168.97,27168.97,6.12888,1684891259999.0,166530.5815826,333.0,1.74665,47459.1399689,0.0
1684891260000,27168.97,27168.98,27161.08,27163.9,33.27434,1684891319999.0,903933.8246743,423.0,6.98729,189799.2105796,0.0
1684891320000,27163.91,27164.72,27151.95,27151.96,9.95248,1684891379999.0,270323.6892987,436.0,4.72821,128437.215208,0.0
1684891380000,27151.95,27161.2,27151.95,27161.2,8.43514,1684891439999.0,229078.3575952,342.0,7.73847,210156.7329438,0.0
1684891440000,27161.2,27169.22,27161.19,27169.22,10.34962,1684891499999.0,281135.3186194,352.0,9.19994,249906.9219372,0.0
1684891500000,27169.22,27181.53,27169.21,27179.63,20.21868,1684891559999.0,549474.1432492,498.0,11.16495,303411.1909327,0.0
1684891560000,27179.64,27179.64,27173.18,27173.18,5.52014,1684891619999.0,150022.1434255,263.0,1.62171,44074.5186778,0.0
1684891620000,27173.18,27173.19,27162.77,27165.54,12.24514,1684891679999.0,332668.8809095,326.0,1.51036,41034.4700245,0.0
1684891680000,27165.53,27170.44,27165.53,27170.43,5.56973,1684891739999.0,151309.0094677,277.0,4.78846,130085.1810218,0.0
1684891740000,27170.44,27170.96,27170.43,27170.96,3.50946,1684891799999.0,95353.8673297,190.0,2.40598,65371.7425135,0.0
1684891800000,27170.95,27170.96,27159.43,27159.44,12.7222,1684891859999.0,345575.7319146,466.0,1.36205,36997.9147181,0.0
1684891860000,27159.43,27159.44,27159.43,27159.43,3.12104,1684891919999.0,84765.6742442,282.0,0.6837,18568.909128,0.0
1684891920000,27159.43,27167.59,27153.97,27161.52,31.61002,1684891979999.0,858550.1201239,710.0,13.9251,378168.4173856,0.0
1684891980000,27161.53,27161.53,27154.38,27154.61,11.55822,1684892039999.0,313889.4536845,367.0,3.9491,107239.743129,0.0
1684892040000,27154.6,27154.61,27150.0,27154.54,8.08217,1684892099999.0,219443.9452253,328.0,3.24768,88175.6460693,0.0
1684892100000,27154.53,27154.54,27147.81,27148.82,7.71907,1684892159999.0,209564.6970124,294.0,2.22103,60298.3375528,0.0
1684892160000,27148.82,27151.35,27143.68,27143.69,11.19814,1684892219999.0,304021.6059484,442.0,2.13756,58031.6981257,0.0
1684892220000,27143.68,27147.78,27143.16,27143.17,11.6774,1684892279999.0,316995.65631,412.0,4.6853,127185.0101671,0.0
1684892280000,27143.17,27146.72,27143.16,27146.71,11.1422,1684892339999.0,302435.6164765,229.0,3.07094,83356.0936304,0.0
1684892340000,27146.72,27156.67,27146.71,27156.67,9.62373,1684892399999.0,261286.7078537,376.0,5.71517,155170.8100869,0.0
1684892400000,27156.66,27170.99,27156.66,27170.99,11.42701,1684892459999.0,310397.1627355,384.0,4.45028,120885.1787827,0.0
1684892460000,27170.98,27175.56,27170.98,27175.56,7.70154,1684892519999.0,209274.5340728,261.0,4.14115,112528.5141933,0.0
1684892520000,27175.56,27178.79,27175.55,27178.78,9.44143,1684892579999.0,256603.5806479,306.0,6.78857,184502.714415,0.0
1684892580000,27178.79,27181.49,27178.78,27181.49,11.62125,1684892639999.0,315862.8800245,323.0,8.43985,229391.0694295,0.0
1684892640000,27181.48,27181.6,27181.48,27181.59,3.24404,1684892699999.0,88177.8629054,199.0,1.67823,45616.814099,0.0
1684892700000,27181.6,27181.6,27170.71,27170.72,13.03145,1684892759999.0,354182.8278099,442.0,0.80074,21760.6610734,0.0
1684892760000,27170.72,27170.72,27170.71,27170.71,4.28959,1684892819999.0,116551.2126006,177.0,0.66917,18181.8307024,0.0
1684892820000,27170.71,27170.72,27170.71,27170.72,5.5139,1684892879999.0,149816.6100252,197.0,3.21562,87370.7106464,0.0
1684892880000,27170.71,27170.72,27170.67,27170.68,6.69591,1684892939999.0,181932.5412994,232.0,1.08247,29411.4471484,0.0
1684892940000,27170.68,27170.68,27155.75,27155.76,20.08808,1684892999999.0,545654.847762,482.0,0.84291,22897.1323175,0.0
1684893000000,27155.76,27155.76,27150.42,27150.42,6.6294,1684893059999.0,180010.5228426,305.0,0.70139,19045.4404947,0.0
1684893060000,27150.43,27162.32,27150.42,27152.25,14.30858,1684893119999.0,388538.4411398,416.0,5.84262,158643.155861,0.0
1684893120000,27152.25,27156.96,27147.6,27156.95,18.87166,1684893179999.0,512373.3312486,446.0,7.22921,196266.2104079,0.0
1684893180000,27156.96,27156.96,27155.24,27155.24,4.71476,1684893239999.0,128037.7017957,187.0,1.11351,30239.4024792,0.0
1684893240000,27155.24,27155.25,27147.8,27147.81,8.16415,1684893299999.0,221672.8437386,375.0,2.25425,61207.6271011,0.0
1684893300000,27147.81,27147.81,27134.99,27146.86,21.79457,1684893359999.0,591513.791091,610.0,8.13063,220660.2308043,0.0
1684893360000,27146.85,27160.77,27146.85,27158.28,14.82718,1684893419999.0,402618.9889829,441.0,7.07926,192232.2467452,0.0
1684893420000,27158.27,27160.76,27150.3,27150.3,14.29932,1684893479999.0,388338.5356906,350.0,2.35701,64005.7965836,0.0
1684893480000,27150.31,27150.31,27138.59,27138.59,20.77905,1684893539999.0,564045.8037031,363.0,2.68449,72863.3372987,0.0
1684893540000,27138.6,27139.47,27137.49,27138.19,8.11746,1684893599999.0,220294.6832156,235.0,4.80648,130438.6984258,0.0
1684893600000,27138.2,27138.2,27111.0,27119.14,47.04569,1684893659999.0,1275986.1339953,1086.0,20.08855,544791.0897371,0.0
1684893660000,27119.14,27137.78,27117.49,27137.78,24.95918,1684893719999.0,677030.9255874,578.0,17.43419,472940.6039726,0.0
1684893720000,27137.77,27141.54,27137.77,27141.54,6.1244,1684893779999.0,166208.5081387,274.0,3.03584,82387.4122275,0.0
1684893780000,27141.53,27141.54,27139.47,27139.99,10.53739,1684893839999.0,285985.6537659,252.0,2.55108,69235.3632608,0.0
1684893840000,27139.99,27145.04,27139.99,27145.04,5.95187,1684893899999.0,161552.7850836,268.0,3.20459,86981.5023756,0.0
1684893900000,27145.03,27145.04,27145.03,27145.04,3.25272,1684893959999.0,88295.190367,161.0,0.83854,22762.2018416,0.0
1684893960000,27145.04,27146.75,27145.03,27146.75,8.01035,1684894019999.0,217442.4229366,309.0,3.14595,85397.6579303,0.0
1684894020000,27146.74,27149.73,27146.74,27149.72,4.20915,1684894079999.0,114265.2737385,220.0,2.5911,70340.4720989,0.0
1684894080000,27149.73,27160.01,27149.72,27156.61,76.33785,1684894139999.0,2073159.3700876,587.0,39.55612,1074188.8270586,0.0
1684894140000,27156.6,27156.61,27156.23,27156.24,5.21443,1684894199999.0,141605.6801831,210.0,1.28124,34793.9157928,0.0
1684894200000,27156.23,27156.24,27146.74,27155.26,19.88712,1684894259999.0,539946.1623335,596.0,6.8198,185154.7093037,0.0
1684894260000,27155.25,27157.93,27155.25,27157.92,18.77489,1684894319999.0,509868.1090953,291.0,2.55735,69448.4216572,0.0
1684894320000,27157.92,27157.93,27157.92,27157.92,8.95047,1684894379999.0,243076.1684032,255.0,2.01808,54806.8753744,0.0
1684894380000,27157.93,27160.37,27157.92,27160.37,9.59983,1684894439999.0,260723.1391137,247.0,2.24094,60860.6028265,0.0
1684894440000,27160.36,27160.37,27160.36,27160.36,2.14857,1684894499999.0,58355.9396724,138.0,0.49872,13545.4197264,0.0
1684894500000,27160.37,27160.37,27160.36,27160.37,4.89148,1684894559999.0,132854.3788722,239.0,2.11394,57415.3925578,0.0
1684894560000,27160.36,27160.37,27160.3,27160.3,4.82204,1684894619999.0,130968.3380854,258.0,1.3549,36799.5788678,0.0
1684894620000,27160.3,27168.69,27160.3,27168.69,8.83761,1684894679999.0,240074.2982434,428.0,7.4507,202399.8795268,0.0
1684894680000,27168.68,27168.69,27168.64,27168.65,14.59945,1684894739999.0,396647.3529389,275.0,4.96826,134980.9178746,0.0
1684894740000,27168.65,27168.65,27168.64,27168.65,4.60769,1684894799999.0,125184.6869065,206.0,1.60649,43646.1645385,0.0
1684894800000,27168.64,27168.65,27160.63,27160.63,22.49231,1684894859999.0,611009.0238671,444.0,1.17354,31876.9407973,0.0
1684894860000,27160.63,27160.64,27160.63,27160.63,7.12351,1684894919999.0,193479.0236568,154.0,0.42455,11531.049712,0.0
1684894920000,27160.64,27160.64,27158.01,27158.01,14.53248,1684894979999.0,394690.5082644,304.0,1.06433,28905.7741058,0.0
1684894980000,27158.01,27165.99,27158.01,27165.99,10.48777,1684895039999.0,284863.9275492,440.0,8.78367,238578.2355804,0.0
1684895040000,27165.99,27165.99,27165.98,27165.99,4.8753,1684895099999.0,132442.3116396,285.0,0.93456,25388.2476144,0.0
1684895100000,27165.98,27165.99,27164.0,27164.0,5.29628,1684895159999.0,143872.7471161,319.0,1.83458,49836.3118532,0.0
1684895160000,27164.01,27164.01,27158.92,27158.92,14.24896,1684895219999.0,387041.4074,266.0,0.62655,17017.3690679,0.0
1684895220000,27158.93,27158.93,27158.92,27158.93,4.97488,1684895279999.0,135112.3738392,207.0,0.59096,16049.8412728,0.0
1684895280000,27158.93,27158.93,27158.92,27158.93,4.85324,1684895339999.0,131808.7781544,249.0,2.12536,57722.5034648,0.0
1684895340000,27158.92,27163.0,27158.92,27162.99,9.16388,1684895399999.0,248908.4251762,356.0,4.24134,115199.570113,0.0
1684895400000,27162.99,27163.0,27157.08,27157.09,18.01419,1684895459999.0,489270.9105386,712.0,0.98401,26725.6603139,0.0
1684895460000,27157.08,27157.09,27153.99,27154.0,8.6883,1684895519999.0,235937.9112778,312.0,0.48891,13276.4619415,0.0
1684895520000,27154.0,27156.22,27153.99,27156.21,8.26021,1684895579999.0,224302.3582422,357.0,5.64227,153212.9848784,0.0
1684895580000,27156.22,27156.22,27156.21,27156.22,5.12601,1684895639999.0,139203.0139941,173.0,0.9972,27080.182584,0.0
1684895640000,27156.21,27156.22,27156.21,27156.21,3.24982,1684895699999.0,88252.8056197,179.0,1.12375,30516.802225,0.0
1684895700000,27156.21,27156.22,27156.21,27156.22,3.19094,1684895759999.0,86653.8526764,218.0,1.5939,43284.299058,0.0
1684895760000,27156.21,27156.22,27156.21,27156.22,3.37497,1684895819999.0,91651.4051994,235.0,1.11357,30240.3519054,0.0
1684895820000,27156.21,27156.65,27156.21,27156.65,9.87672,1684895879999.0,268214.6742428,336.0,7.37119,200173.8862956,0.0
1684895880000,27156.64,27158.92,27156.64,27158.92,5.04779,1684895939999.0,137090.3164786,238.0,3.94982,107271.2924089,0.0
1684895940000,27158.91,27158.92,27158.91,27158.92,3.87984,1684895999999.0,105372.259823,216.0,3.44486,93558.6771512,0.0
1684896000000,27158.91,27158.92,27158.91,27158.92,4.24798,1684896059999.0,115370.5213804,236.0,1.48786,40408.6707112,0.0
1684896060000,27158.92,27158.92,27156.65,27158.39,10.59966,1684896119999.0,287864.8142539,349.0,5.57378,151370.4173192,0.0
1684896120000,27158.39,27158.4,27158.39,27158.39,10.7224,1684896179999.0,291203.1662337,306.0,4.52977,123021.305568,0.0
1684896180000,27158.4,27160.09,27158.39,27160.08,4.67264,1684896239999.0,126904.2081875,213.0,3.98204,108147.8726288,0.0
1684896240000,27160.08,27160.09,27160.08,27160.09,4.18919,1684896299999.0,113778.7733839,202.0,3.78487,102797.4098383,0.0
1684896300000,27160.09,27160.09,27156.65,27158.55,14.32831,1684896359999.0,389124.2327184,458.0,8.8171,239448.1478555,0.0
1684896360000,27158.55,27159.23,27158.54,27159.23,2.73915,1684896419999.0,74392.0806378,214.0,2.21848,60251.1946545,0.0
1684896420000,27159.22,27159.23,27159.22,27159.23,4.53903,1684896479999.0,123276.5339719,164.0,1.96153,53273.6444219,0.0
1684896480000,27159.23,27162.09,27155.79,27162.08,22.51924,1684896539999.0,611573.9869685,530.0,16.25821,441528.3521877,0.0
1684896540000,27162.09,27164.39,27162.08,27164.39,6.13272,1684896599999.0,166582.750218,214.0,5.33675,144961.2002348,0.0
1684896600000,27164.39,27164.39,27164.38,27164.38,2.21867,1684896659999.0,60268.8058271,210.0,1.08525,29480.1542475,0.0
1684896660000,27164.39,27164.39,27164.38,27164.38,5.34398,1684896719999.0,145165.9452521,146.0,4.18197,113600.6640483,0.0
1684896720000,27164.39,27168.1,27164.38,27168.1,9.24333,1684896779999.0,251098.2725263,305.0,8.0995,220026.4650441,0.0
1684896780000,27168.1,27169.74,27168.09,27169.74,6.14587,1684896839999.0,166975.4406089,218.0,5.25818,142857.9063248,0.0
1684896840000,27169.74,27170.71,27169.73,27170.71,3.96752,1684896899999.0,107797.6020806,295.0,2.66728,72470.0750549,0.0
1684896900000,27170.7,27170.71,27168.26,27168.69,12.57389,1684896959999.0,341629.5614975,321.0,3.70851,100759.5668562,0.0
1684896960000,27168.68,27170.54,27168.68,27170.54,13.69995,1684897019999.0,372223.4673671,321.0,7.94822,215946.4006703,0.0
1684897020000,27170.53,27170.54,27170.0,27170.0,5.51185,1684897079999.0,149757.5848199,265.0,2.52455,68592.1001449,0.0
1684897080000,27170.01,27170.01,27166.34,27166.34,7.73196,1684897139999.0,210066.7019712,257.0,2.6538,72097.6397198,0.0
1684897140000,27166.34,27166.35,27161.75,27161.76,5.68671,1684897199999.0,154474.9035848,223.0,0.77547,21064.3211322,0.0
1684897200000,27161.75,27161.76,27161.75,27161.76,4.15269,1684897259999.0,112794.3533321,243.0,2.57246,69872.5411296,0.0
1684897260000,27161.76,27161.76,27161.75,27161.75,2.14711,1684897319999.0,58319.2746677,154.0,0.96252,26143.7372352,0.0
1684897320000,27161.75,27161.76,27161.75,27161.75,4.54814,1684897379999.0,123535.4472787,167.0,0.56337,15302.1207312,0.0
1684897380000,27161.75,27161.76,27161.75,27161.76,3.3429,1684897439999.0,90799.0319665,214.0,1.78915,48596.462904,0.0
1684897440000,27161.75,27164.59,27161.75,27164.59,11.04135,1684897499999.0,299914.8007027,205.0,8.47866,230303.4686102,0.0
1684897500000,27164.58,27164.59,27157.94,27157.94,25.90011,1684897559999.0,703525.9244059,374.0,0.90241,24509.224057,0.0
1684897560000,27157.95,27157.95,27157.08,27157.09,13.20424,1684897619999.0,358596.6188118,268.0,2.50229,67955.7212449,0.0
1684897620000,27157.09,27157.09,27157.08,27157.08,4.42179,1684897679999.0,120082.937605,145.0,3.28318,89161.6147462,0.0
1684897680000,27157.08,27157.09,27149.91,27150.0,18.16573,1684897739999.0,493243.5050435,413.0,1.48172,40233.0393122,0.0
1684897740000,27150.0,27150.01,27058.93,27095.41,258.13342,1684897799999.0,6992085.4252123,4282.0,100.44825,2720243.983177,0.0
1684897800000,27095.42,27125.0,27075.61,27122.83,105.17421,1684897859999.0,2850222.7977748,1746.0,62.71404,1699479.534712,0.0
1684897860000,27122.84,27128.8,27104.56,27104.57,26.69973,1684897919999.0,724048.7145611,733.0,9.5001,257644.3681937,0.0
1684897920000,27104.57,27104.57,27086.99,27089.8,30.7196,1684897979999.0,832332.8320911,763.0,10.46086,283407.8037068,0.0
1684897980000,27089.81,27093.0,27084.04,27089.99,27.73799,1684898039999.0,751378.8979023,686.0,10.47844,283846.5521871,0.0
1684898040000,27090.0,27108.92,27089.99,27101.62,32.19557,1684898099999.0,872612.1330832,731.0,11.50603,311817.5257213,0.0
1684898100000,27101.61,27101.62,27091.29,27101.18,20.93971,1684898159999.0,567378.7771198,601.0,11.06388,299784.9640159,0.0
1684898160000,27101.18,27101.22,27095.16,27095.16,17.80865,1684898219999.0,482601.4110595,333.0,3.47895,94274.0181768,0.0
1684898220000,27095.17,27096.91,27093.01,27093.02,12.67769,1684898279999.0,343508.0080692,319.0,3.95306,107110.3998624,0.0
1684898280000,27093.02,27105.05,27093.01,27100.23,31.37062,1684898339999.0,850128.1003114,693.0,15.18265,411415.8847108,0.0
1684898340000,27100.22,27107.2,27100.22,27107.19,16.11727,1684898399999.0,436842.2921988,399.0,8.92596,241926.6151557,0.0
1684898400000,27107.19,27108.06,27101.11,27101.11,49.04099,1684898459999.0,1329349.2809278,486.0,7.19526,195031.980283,0.0
1684898460000,27101.11,27106.76,27093.01,27097.73,36.85485,1684898519999.0,998734.2189647,708.0,9.19547,249174.6655731,0.0
1684898520000,27097.74,27097.74,27088.28,27088.28,29.34996,1684898579999.0,795176.8228445,530.0,7.82663,212041.0138418,0.0
1684898580000,27088.28,27088.29,27060.6,27068.52,66.65396,1684898639999.0,1804265.3209973,973.0,28.95582,783725.894528,0.0
1684898640000,27068.52,27068.52,26923.27,26958.26,803.2812,1684898699999.0,21673137.032008,10779.0,395.5845,10669709.5309979,0.0
1684898700000,26958.25,26958.26,26914.7,26946.38,141.18956,1684898759999.0,3802679.521881,2431.0,78.54995,2115321.0491406,0.0
1684898760000,26946.39,26946.39,26867.89,26881.21,319.64321,1684898819999.0,8598979.4614657,5070.0,143.8885,3870490.9808562,0.0
1684898820000,26881.22,26910.89,26878.5,26909.3,145.81071,1684898879999.0,3921648.8994975,2179.0,70.4651,1894998.5353253,0.0
1684898880000,26909.3,26909.37,26888.3,26907.68,117.36711,1684898939999.0,3156994.3172006,1753.0,84.61366,2275923.6607203,0.0
1684898940000,26907.68,26929.81,26897.35,26925.82,56.06368,1684898999999.0,1508869.6547265,1438.0,30.78332,828489.2813582,0.0
